ident(String),type(String),name(String),elevation_ft(String),continent(String),iso_country(String),iso_region(String),municipality(String),gps_code(String),local_code(String)
SIMD,heliport,Reseda Office Heliport,2566.0,SA,BR,BR-SP,S茫o Paulo,SIMD,
SIME,small_airport,Comandante Carlos In谩cio Agnes Airport,443.0,SA,BR,BR-MA,Davin贸polis,SIME,
SIMF,small_airport,Fazenda S茫o Miguel Airport,3287.0,SA,BR,BR-MG,Una铆,SWWE,SWWE
SIMG,small_airport,Fazenda Seis Palmas Airport,312.0,SA,BR,BR-MS,Porto Murtinho,SIMG,
SIMH,heliport,CRT - Caieiras Heliport,2674.0,SA,BR,BR-SP,Caieiras,SIMH,
SIMI,small_airport,Fazenda Boa Vista Airport,1231.0,SA,BR,BR-MS,Tacuru,SIMI,
SIMJ,small_airport,Capin贸polis - Avia莽茫o Agr铆cola Buttarello Ltda. Airport,2005.0,SA,BR,BR-MG,Capin贸polis,SIMJ,SIMJ
SIMK,small_airport,Tenente Lund Pressoto Airport,3292.0,SA,BR,BR-SP,Franca,SIMK,SIMK
SIML,small_airport,Codenorte Airport,220.0,SA,BR,BR-PA,Moju,SIML,
SIMM,heliport,Edif铆cio Corporate Park Heliport,2645.0,SA,BR,BR-SP,S茫o Paulo,SIMM,
SIMN,heliport,Pier Mau谩 Heliport,8.0,SA,BR,BR-RJ,Rio De Janeiro,SIMN,
SIMO,small_airport,Posto de Prote莽茫o Ambiental Santo Andr茅 Airport,365.0,SA,BR,BR-MT,Bar茫o De Melga莽o,SIMO,
SIMP,heliport,Marques Plaza Hotel Heliport,2710.0,SA,BR,BR-MG,Pouso Alegre,SIMP,
SIMQ,small_airport,Dois de Maio Airport,600.0,SA,BR,BR-MS,Corumb谩,SIMQ,
SIMR,small_airport,Fazenda Reunidas Airport,2362.0,SA,BR,BR-GO,Rio Verde,SIMR,
SIMS,heliport,Eletronorte Bel茅m Heliport,20.0,SA,BR,BR-PA,Bel茅m,SIMS,
SIMT,heliport,Mediterr芒neo Heliport,2592.0,SA,BR,BR-SP,S茫o Bernardo Do Campo,SIMT,
SIMU,small_airport,Fazenda Mutum Airport,978.0,SA,BR,BR-MS,Anauril芒ndia,SIMU,
SIMV,small_airport,Fazenda Mata Velha Airport,2733.0,SA,BR,BR-MG,Uberaba,SIMV,
SIMW,small_airport,Fazenda Retiro do Cervo I Airport,1562.0,SA,BR,BR-MS,Jaraguari,SIMW,
SIMX,small_airport,Fazenda Jangada Airport,722.0,SA,BR,BR-MT,Jangada,SIMX,
SIMY,small_airport,Fazenda Porto Oculto Airport,972.0,SA,BR,BR-MS,Itaquira铆,SIMY,
SIMZ,small_airport,Fazenda Primeiro de Maio Airport,584.0,SA,BR,BR-MS,Sonora,SIMZ,
SINA,small_airport,S茫o Francisco Airport,1122.0,SA,BR,BR-PR,S茫o Pedro Do Paran谩,SINA,
SINB,heliport,Tubar茫o Heliport,10.0,SA,BR,BR-SP,Ilhabela,SINB,
SINC,small_airport,Nova Concei莽茫o Agroindustrial Airport,49.0,SA,BR,BR-PA,Bai茫o,SINC,
SIND,heliport,Ondina Heliport,109.0,SA,BR,BR-BA,Salvador,SIND,
SINE,heliport,Ibar Heliport,2412.0,SA,BR,BR-SP,Po谩,SINE,
SINF,heliport,Codesp Heliport,10.0,SA,BR,BR-SP,Santos,SINF,
SING,small_airport,Fazenda S茫o Jo茫o Airport,1739.0,SA,BR,BR-SP,Nova Granada,SING,
SINH,small_airport,Fazenda Esperan莽a Airport,804.0,SA,BR,BR-MS,Novo Horizonte Do Sul,SINH,
SINI,heliport,Baua`s Heliport,1149.0,SA,BR,BR-SP,Avar茅,SINI,
SINJ,small_airport,Fazenda Novo Horizonte - TATTERSAL Airport,1205.0,SA,BR,BR-MS,Coxim,SINJ,
SINK,small_airport,Fazenda Negrinha Airport,1582.0,SA,BR,BR-SP,Parapu茫,SINK,
SINL,heliport,Cost茫o Heliport,138.0,SA,BR,BR-SC,Florian贸polis,SINL,
SINM,small_airport,Fazenda Itanhang谩 Airport,938.0,SA,BR,BR-MT,Nova Mutum,SINM,
SINN,small_airport,Fazenda Nova Holanda Airport,1657.0,SA,BR,BR-MA,Balsas,SWLH,SWLH
SINO,small_airport,Fazenda Mapisa Airport,634.0,SA,BR,BR-MA,Bom Jesus Das Selvas,SINO,
SINP,small_airport,Fazenda Santa Maria Airport,1083.0,SA,BR,BR-MS,Jardim,SINP,
SINQ,small_airport,Laranjal Airport,250.0,SA,BR,BR-AP,Laranjal Do Jari,SINQ,
SINR,small_airport,Fazenda Recanto Airport,1231.0,SA,BR,BR-MS,Alcin贸polis,SINR,
SINS,small_airport,Fazenda Cachoeira do Lontra Airport,1211.0,SA,BR,BR-MS,Campo Grande,SINS,
SINT,small_airport,Fazenda Santa Ad茅lia Airport,2251.0,SA,BR,BR-GO,Santa Isabel,SINT,
SINU,small_airport,Fazenda Xerez Airport,936.0,SA,BR,BR-MS,Bela Vista,SINU,
SINV,small_airport,Fazenda Santa Rita Airport,1634.0,SA,BR,BR-PE,Cust贸dia,SINV,
SINW,heliport,International Paper Lu铆s Ant么nio Heliport,1697.0,SA,BR,BR-SP,Lu铆s Ant么nio,SINW,
SINX,heliport,VCP Jacare铆 Heliport,1939.0,SA,BR,BR-SP,Jacare铆,SINX,
SINY,heliport,Fazenda Nova Heliport,1542.0,SA,BR,BR-PE,Brejo Da Madre De Deus,SINY,
SINZ,small_airport,Xanadu Airport,2796.0,SA,BR,BR-PR,Fernandes Pinheiro,SINZ,
SIOA,small_airport,Fazenda Perdizes Airport,1969.0,SA,BR,BR-MG,Lassance,SIOA,
SIOB,small_airport,Fazenda Guanabara Airport,1362.0,SA,BR,BR-SP,Andradina,SIOB,
SIOC,small_airport,Santo Expedito Airport,1300.0,SA,BR,BR-SP,Nova Independ锚ncia,SIOC,
SIOD,small_airport,Fazenda Santa Helena Airport,952.0,SA,BR,BR-MS,Nova Andradina,SIOD,
SIOE,small_airport,Mocelin Airport,1850.0,SA,BR,BR-PR,Dois Vizinhos,SIOE,
SIOF,small_airport,Fazenda Cachoeira Airport,1247.0,SA,BR,BR-MS,Nova Alvorada Do Sul,SIOF,
SIOG,heliport,Oasis Graal Heliport,256.0,SA,BR,BR-RJ,Rio Bonito,SIOG,
SIOH,heliport,Cau锚-Ijaci Heliport,3019.0,SA,BR,BR-MG,Ijaci,SIOH,
SIOI,small_airport,Rio Arraias Airport,3773.0,SA,BR,BR-MT,Uni茫o Do Sul,SIOI,
SIOJ,small_airport,Fazenda Soroteca Airport,749.0,SA,BR,BR-MT,S茫o Jos茅 Dos Quatro Marcos,SIOJ,
SIOK,small_airport,Fazenda 脕gua Doce Airport,1313.0,SA,BR,BR-MT,Nobres,SIOK,
SIOL,small_airport,Fazenda Pontal Airport,1706.0,SA,BR,BR-GO,Corumba铆ba,SIOL,
SIOM,small_airport,Rio Ouro Airport,3741.0,SA,BR,BR-MT,Uni茫o Do Sul,SIOM,
SION,closed,Rio Negro Airport,3445.0,SA,BR,BR-MT,Feliz Natal,SION,
SIOO,small_airport,Fazenda Piquiri Airport,273.0,SA,BR,BR-MS,Porto Murtinho,SIOO,
SIOP,small_airport,Fazenda Londrina II Airport,272.0,SA,BR,BR-MS,Porto Murtinho,SIOP,
SIOQ,small_airport,Fazenda Mato Alto Airport,1313.0,SA,BR,BR-MS,Iguatemi,SIOQ,
SIOR,small_airport,Fazenda S茫o Miguel Airport,358.0,SA,BR,BR-MS,Corumb谩,SIOR,
SIOS,small_airport,Fazenda Santa Josefa Airport,1313.0,SA,BR,BR-MS,Jate铆,SIOS,
SIOT,small_airport,Fazenda Santa Verg铆nia Airport,1092.0,SA,BR,BR-MS,Santa Rita Do Pardo,SIOT,
SIOU,small_airport,Fazenda Santa Helena Airport,378.0,SA,BR,BR-MS,Corumb谩,SIOU,
SIOV,small_airport,Taua Airport,44.0,SA,BR,BR-BA,Prado,SIOV,
SIOW,heliport,Hospital Alem茫o Osvaldo Cruz Heliport,2926.0,SA,BR,BR-SP,S茫o Paulo,SIOW,
SIOX,heliport,Centro de Distribui莽茫o Ponto Frio Heliport,2540.0,SA,BR,BR-SP,Guarulhos,SIOX,
SIOY,heliport,Caravelas Heliport,41.0,SA,BR,BR-SP,Bertioga,SIOY,
SIOZ,small_airport,Fazenda Santa F茅 Airport,591.0,SA,BR,BR-PA,Santana Do Araguaia,SIOZ,
SIPA,small_airport,Aeroclube de S茫o Jos茅 do Rio Pardo Airport,2849.0,SA,BR,BR-SP,S茫o Jos茅 Do Rio Pardo,SIPA,
SIPB,small_airport,CAVU - Clube de Avia莽茫o Ultraleve Airport,109.0,SA,BR,BR-MA,Raposa,SIPB,
SIPC,small_airport,Portal do C茅u Airport,16.0,SA,BR,BR-PA,Bel茅m,SIPC,
SIPD,heliport,Vit贸ria Hotel Residence Heliport,2361.0,SA,BR,BR-SP,Campinas,SIPD,
SIPE,small_airport,Itapessoca Airport,16.0,SA,BR,BR-PE,Goiana,SIPE,SIPE
SIPF,heliport,Hotel Gl贸ria Heliport,214.0,SA,BR,BR-RJ,Rio De Janeiro,SIPF,
SIPG,small_airport,Fazenda 脕gua Preta Airport,794.0,SA,BR,BR-MT,Cocalinho,SIPG,SIPG
SIPH,small_airport,Fazenda Palmeiras Airport,722.0,SA,BR,BR-TO,Caseara,SIPH,
SIPJ,small_airport,Fazenda Marreco Airport,1969.0,SA,BR,BR-MG,S茫o Gon莽alo Do Abaet茅,SIPJ,
SIPK,small_airport,SESC Pantanal Airport,348.0,SA,BR,BR-MT,Pocon茅,SIPK,SIPK
SIPL,small_airport,Fazenda Entre Serras Airport,1824.0,SA,BR,BR-MT,Planalto Da Serra,SIPL,
SIPM,heliport,Praia do Morcego Heliport,10.0,SA,BR,BR-RJ,Angra Dos Reis,SIPM,
SIPN,small_airport,Fazenda Progresso Airport,328.0,SA,BR,BR-MS,Porto Murtinho,SIPN,
SIPO,small_airport,Sebasti茫o Jos茅 Pereira Airport,2260.0,SA,BR,BR-BA,Conde煤ba,SIPO,
SIPP,heliport,Lura Heliport,99.0,SA,BR,BR-RJ,Angra Dos Reis,SIPP,
SIPQ,small_airport,Fazenda Rancho Estrela Airport,3002.0,SA,BR,BR-GO,S茫o Miguel Do Passa Quatro,SIPQ,
SIPR,small_airport,Fazenda S茫o Jos茅 Airport,2451.0,SA,BR,BR-GO,Para煤na,SIPR,
SIPS,heliport,Haras Forum Heliport,2743.0,SA,BR,BR-MG,Pedro Leopoldo,SIPS,
SIPT,heliport,Petrobr谩s Refinaria de Paul铆nea Replan Heliport,1955.0,SA,BR,BR-SP,Paul铆nea,SIPT,
SIPU,small_airport,Fazenda Lagoa da Capa Airport,3567.0,SA,BR,BR-MG,Perdizes,SIPU,
SIPV,heliport,Aquarius Heliport,2726.0,SA,BR,BR-SP,Cotia,SIPV,
SIPX,heliport,Gramado Heliport,2395.0,SA,BR,BR-SP,Campinas,SIPX,
SIPY,small_airport,Ambr贸sio Airport,96.0,SA,BR,BR-PA,Portel,SIPY,
SIPZ,heliport,Papaiz Heliport,2684.0,SA,BR,BR-SP,Diadema,SIPZ,
SIQA,small_airport,Senador Ant么nio Farias Airport,171.0,SA,BR,BR-RN,Baia Formosa,SIQA,
SIQB,small_airport,Monte Verde Airport,249.0,SA,BR,BR-PA,Portel,SIQB,
SIQC,small_airport,Fazenda Para铆so Airport,1592.0,SA,BR,BR-MS,Costa Rica,SIQC,
SIQD,small_airport,Fazenda Est芒ncia Regina Airport,1968.0,SA,BR,BR-MS,Terenos,SIQD,
SIQE,small_airport,Botelho Airport,3399.0,SA,BR,BR-DF,Bras铆lia,SIQE,
SIQF,heliport,Recanto das Mar茅s Heliport,181.0,SA,BR,BR-SC,Governador Celso Ramos,SIQF,
SIQG,small_airport,Fazenda Morro Alto Airport,958.0,SA,BR,BR-MT,Nova Cana茫 Do Norte,SIQG,
SIQH,heliport,Universidade Mogi das Cruzes Heliport,2419.0,SA,BR,BR-SP,S茫o Paulo,SIQH,
SIQI,small_airport,Aerolis Airport,20.0,SA,BR,BR-RS,Palmares Do Sul,SIQI,
SIQJ,small_airport,Morro do Chap茅u II Airport,989.0,SA,BR,BR-MT,Chapada Dos Guimar茫es,SIQJ,SIQJ
SIQK,small_airport,Rodrigues Airport,1909.0,SA,BR,BR-SP,Nova Odessa,SIQK,
SIQL,heliport,Duas Rodas Heliport,79.0,SA,BR,BR-SC,Jaragu谩 Do Sul,SIQL,
SIQM,small_airport,Fazenda Bom Jardim Airport,1693.0,SA,BR,BR-GO,Porteir茫o,SIQM,
SIQN,small_airport,Fazenda Flor da Mata Airport,1264.0,SA,BR,BR-MT,S茫o Jos茅 Do Xingu,SIQN,
SIQO,small_airport,Fazenda Mercedes Est芒ncia Airport,499.0,SA,BR,BR-MS,Corumb谩,SIQO,
SIQP,heliport,Chimical Heliport,2576.0,SA,BR,BR-SP,Mogi Das Cruzes,SIQP,
SIQQ,small_airport,Aero Resende Airport,6825.0,SA,BR,BR-GO,Bom Jesus,SIQQ,
SIQR,small_airport,Fazenda Tri芒ngulo Airport,804.0,SA,BR,BR-GO,Bon贸polis,SIQR,
SIQS,small_airport,Fazenda Terra do Sol Airport,722.0,SA,BR,BR-MT,Porto Estrela,SIQS,
SIQT,heliport,Minerva Heliport,8.0,SA,BR,BR-RJ,Rio De Janeiro,SIQT,
SIQU,small_airport,Alcoolvare Airport,1280.0,SA,BR,BR-MS,Aparecida Do Taboado,SIQU,
SIQV,small_airport,Fazenda Sol Aberto Airport,1687.0,SA,BR,BR-MT,Sapezal,SIQV,
SIQW,small_airport,Fazenda Santa Maria do Jauru Airport,755.0,SA,BR,BR-MT,Porto Esperidi茫o,SIQW,
SIQX,small_airport,Fazenda Barranquinho Airport,558.0,SA,BR,BR-MT,Porto Estrela,SIQX,
SIQY,small_airport,Fazenda Amizade Airport,1264.0,SA,BR,BR-MT,Sorriso,SIQY,
SIQZ,small_airport,Fazenda Carolina Airport,1871.0,SA,BR,BR-MG,Buritis,SIQZ,
SIRA,small_airport,Fazenda Magiana Airport,1575.0,SA,BR,BR-MT,Sorriso,SIRA,
SIRB,small_airport,Fazenda Mimoso Airport,1476.0,SA,BR,BR-MS,Rio Brilhante,SIRB,
SIRC,small_airport,Fazenda Jarin茫 Airport,1083.0,SA,BR,BR-MT,Peixoto De Azevedo,SIRC,
SIRD,small_airport,Rancho Jatob谩 Airport,677.0,SA,BR,BR-MT,Novo Santo Ant么nio,,
SIRE,small_airport,Fazenda Rancho Estrela IV Airport,2549.0,SA,BR,BR-GO,S茫o Domingos,SIRE,
SIRF,small_airport,Jos茅 M煤cio Monteiro Airport,479.0,SA,BR,BR-PE,Rio Formoso,SIRF,
SIRG,small_airport,Fazenda Esperan莽a Airport,1214.0,SA,BR,BR-MT,Alto Da Boa Vista,SIRG,
SIRH,small_airport,Fazenda Morada da Lua Airport,1450.0,SA,BR,BR-MS,Coxim,SIRH,
SIRI,small_airport,Barra Grande Airport,23.0,SA,BR,BR-BA,Mara煤,SIRI,
SIRJ,small_airport,Caima Airport,115.0,SA,BR,BR-PA,Itaituba,SIRJ,SIRJ
SIRL,heliport,Virg铆nia Lyra Heliport,1936.0,SA,BR,BR-MG,Concei莽茫o Das Alagoas,SIRL,
SIRN,small_airport,Fazenda Ja贸 Airport,854.0,SA,BR,BR-MT,Nova Xavantina,SIRN,SIRN
SIRP,heliport,Frei Caneca Heliport,270.0,SA,BR,BR-PE,Recife,SIRP,
SIRQ,small_airport,Fazenda Maranata Airport,1000.0,SA,BR,BR-RO,Chupinguaia,SIRQ,
SIRR,small_airport,Lagoa dos Coqueiros Airport,1280.0,SA,BR,BR-MT,Parana铆ta,SIRR,
SIRS,small_airport,Fazenda S茫o Sebasti茫o Airport,2461.0,SA,BR,BR-MG,Campo Florido,SIRS,
SIRT,small_airport,Marca de Casco Airport,1158.0,SA,BR,BR-MT,S茫o Jos茅 Do Rio Claro,SIRT,
SIRU,small_airport,Fazenda Bahia Airport,6234.0,SA,BR,BR-MT,Pedra Preta,SIRU,
SIRV,small_airport,Fazenda Morro Branco Airport,400.0,SA,BR,BR-MT,Porto Esperidi茫o,SIRV,
SIRW,closed,Fazenda Serra Vermelha Airport,1687.0,SA,BR,BR-MA,Samba铆ba,,
SIRX,heliport,Vila Velha Heliport,79.0,SA,BR,BR-RJ,Angra Dos Reis,SIRX,
SIRY,heliport,Hiper Bergamini Heliport,2481.0,SA,BR,BR-SP,S茫o Paulo,SIRY,
SIRZ,heliport,Condom铆nio Faria Lima Pinheiros Heliport,2714.0,SA,BR,BR-SP,S茫o Paulo,SIRZ,
SISA,heliport,Transpel Heliport,2890.0,SA,BR,BR-SP,S茫o Carlos,SISA,
SISB,small_airport,Fazenda Eldorado - Agropecu谩ria Paleana S/A Airport,1108.0,SA,BR,BR-MT,Bom Jesus Do Araguaia,SISB,
SISC,heliport,Senador Carlos Lyra Heliport,1968.0,SA,BR,BR-MG,Delta,SISC,
SISD,small_airport,Fazenda S茫o Sebasti茫o Airport,1982.0,SA,BR,BR-GO,Aparecida Do Rio Doce,SISD,
SISE,small_airport,Fazenda Kanaxu锚 Airport,650.0,SA,BR,BR-MT,S茫o F茅lix Do Araguaia,SISE,
SISF,small_airport,Fazenda Santa Feliciana Airport,2198.0,SA,BR,BR-MS,Bonito,SISF,
SISH,heliport,Vega Heliport,33.0,SA,BR,BR-CE,Fortaleza,SISH,
SISI,small_airport,Fazenda Sete Ilhas Airport,1720.0,SA,BR,BR-GO,Acre煤na,SISI,
SISJ,small_airport,Fazenda S茫o Jos茅 do Piquiri Airport,427.0,SA,BR,BR-MS,Corumb谩,SISJ,
SISK,small_airport,Fazenda Cimal Airstrip,2158.0,SA,BR,BR-GO,Apor茅,SISK,SISK
SISL,small_airport,Fazenda Santa L煤cia Airport,509.0,SA,BR,BR-MT,Bar茫o De Melga莽o,SISL,
SISM,heliport,Hospital Metropolitano Norte Heliport,161.0,SA,BR,BR-PE,Paulista,SISM,SISM
SISN,small_airport,Fazenda Nossa Senhora Aparecida Airport,2001.0,SA,BR,BR-MS,Sonora,SISN,
SISO,small_airport,Fazenda Santo Ambr贸sio Airport,20.0,SA,BR,BR-PA,Maraj贸 Park Resort,SISO,
SISP,small_airport,Santa Paula Airport,1860.0,SA,BR,BR-SP,Ipigu谩,SISP,
SISQ,heliport,Tino Heliport,53.0,SA,BR,BR-SC,Joinville,SISQ,
SISR,heliport,Brigadeiro Heliport,2523.0,SA,BR,BR-SP,S茫o Paulo,SISR,
SISS,small_airport,Fazenda Lagoa do Campo Airport,1542.0,SA,BR,BR-MS,Ribas Do Rio Pardo,SISS,
SISU,small_airport,Fazenda Pontal do Lagoa Airport,1264.0,SA,BR,BR-MS,Santa Rita Do Pardo,SISU,
SISW,small_airport,Fazenda Mato Grosso Airport,1690.0,SA,BR,BR-MT,Campos de J煤lio,SISW,SISW
SISX,small_airport,Santa Terezinha Airport,361.0,SA,BR,BR-MS,Aquidauana,SISX,
SISY,small_airport,Piraquara Airport,3212.0,SA,BR,BR-PR,Piraquara,SISY,
SISZ,small_airport,Santa Felicidade Airport,821.0,SA,BR,BR-PA,Itaituba,SISZ,
SITA,small_airport,Nossa Senhora da Concei莽茫o Airport,958.0,SA,BR,BR-PA,Itaituba,SITA,
SITB,small_airport,Fazenda Touro Branco Airport,951.0,SA,BR,BR-MS,Navira铆,SITB,
SITC,small_airport,Carmine Castaldo Airport,1889.0,SA,BR,BR-MT,Tabapor茫,SITC,
SITD,small_airport,Cara Preta Airport,155.0,SA,BR,BR-PA,Itaituba,SITD,
SITE,heliport,Telef么nica Heliport,2976.0,SA,BR,BR-SP,S茫o Paulo,SITE,
SITF,small_airport,Fazenda Dep贸sito Airport,365.0,SA,BR,BR-RR,Pacaraima,SITF,
